,Response,Ai-generated
1763,jamelias return to the toprb star jamelia had three brit nominations to go with her triple triumph at last years mobo awardsthe birminghamborn singer full name jamelia davis was signed to a record label at the age of  and released her first single so high at  she released four number ones from her  album drama including the top five hit money featuring the vocals of reggae artist beenie man she racked up five mobo nominations in  winning one for best video but in the same year she also fell pregnant and decided to take a break from music to bring up her daughter teja who was born in march  while she originally planned to get back to work pretty swiftly after giving birth it was actually two years before she released another single during her absence rb music exploded and a whole host of female artists were on the scene meaning jamelia had to once again prove herself her comeback song bout featuring rah digga only just scrapped into the top it was her next single superstar that really put her back on the map as one of britains most popular female rb singers holding her own in a music scene dominated by us artists such as beyonce and ashantisuperstar was followed by thank you winner of best single at the  mobos which reached number two in the uk charts the autobiographical song which deals with domestic abuse hit number one in new zealand and australia next came the song see it in a boys eyes which was especially written for her by coldplays chris martin his involvement with the song meant not only was it given massive publicity but it was also greeted favourably by a new audience who would not usually listen to rb she now combines singing with modelling and supporting charities including the nspcc and make trade fair despite her huge success in recent years jamelia remains downtoearth about her fame and her chances of lasting in the fickle music business partly due to motherhood when i first got into the industry id be away from home for months at a time but now i have other things in my life i still want to make it but its not the end of the world if i dont commented jamelia,0
1764,cult band kasabian surge forwardindie dance band kasabian built up a cult following throughout  to secure three brit award nominationsthe fourpiece leicester band blends dark electronics with rock earning kasabian places on the best british group rock act and live act shortlists they have also earned a reputation as outspoken and charismatic in contrast to fellow brit nominees such as keane and snow patrol british music needs a kick up the arse and britain needs a new band to breathe life into the british people again declared kasabians singer tom meighannoones doing it at the minute music feels like its in the afterlife right now we dont want people to give up on it the serpents going to rise from the sea and scare all the pirates away meighan grew up in leicester with kasabian songwriterguitarist sergio pizzorno and bassist chris edwards a trio which began making music from the age of they enlisted guitarist and keyboard player christopher karloff after spotting him in a pub we saw his long sideburns and thought hey he looks the part well ask him said meighan inspired by britpop and a mutual love of hardcore an early s genre that fused house music with hip hop beats and a dark sensibility they added an electronic element to the traditional guitar sound we got a computer and we cut rocknroll up because theres no point in going back to how it was said meighan its all about new ideas and creativitythe bands original approach is reflected in its name inspired by linda kasabian  the getaway driver of us serial killer charles manson coincidentally it is also the armenian term for butcher kasabian moved into a remote farmhouse in rutland to record their debut album benefiting from its isolation but also managing to sneak in a few parties while they were there signed to the rca record label kasabian tested the water with two singles club foot and lsf which reached numbers  and  in the uk singles chart respectivelythey built up their following on the summer festival circuit opening both glastonbury and t in the park and at a series of guerilla gigs at unusual venues including half time orange a pub next to leicester city football clubs headquarters kasabians selftitled album was released last september to widespread critical acclaim its indie dance stance drawing comparisons to the stone roses primal scream and the happy mondaysregarding it as both a fiery assertion of rock n roll ethics and proof that a siege mentality is alive and well in the badlands of rutland water the nmes praise was typical of the albums reception as  progressed kasabian would score a further two hits  processed beats and cutt off  and embark upon a wellreceived uk tour we take our music seriously definitely but we want to have fun with it said pizzorno this is not a job to us added meighan this is the best life we could ever have this is what its all about and without it wed be lost souls but music needs us as well,0
1765,brits debate over urban musicjoss stone a yearold soul singer from devon beat dizzee rascal jamelia lemar and the streets to win best british urban act at the brit awards her victory has reignited the debate about what urban music isim not really comfortable with the word urban its a word thats been manufactured in this country and america to describe black music the word urban seems to cover such a broad range of black music that its wrong how far are the brits removed from innercity music and what people are doing its so far removed that i dont expect them to get it bang on the music industry isnt championing music from our particular genre very well anyway people dont feel like thats anything to do with us i dont feel like urban musics just been celebrated by joss stone winning or her being nominated or by the brits acknowledging that theres an urban music scene because its all a kick in the teeth at the end of the day its not really relevant if joss stone is the closest thing that they feel comfortable championing because of what she looks like and how she sounds and who shes signed to then so be it its got nothing to do with whats really going onurban as a genre is very broad if you look underneath urban there are a number of core elements that include hiphop rb garage and into that obviously comes soul joss stone is a soul artist her first album was called the soul sessions so urban is a very broad brushstroke that is the umbrella over the top of subgenres and there are offshoots of all of those joss stone has had amazing success in the us given that shes a uk artist what has really captured everybodys imagination is that here you have a yearold from devon with a voice to die for and a bunch of really really good tunes and she looks good  i think thats whats done itthe award for best british urban act was voted for by viewers of mtv basei dont think joss was not a worthy winner she makes soul music and that definitely comes under the category of what we describe as urban the fact that shes from devon is the interesting thing because most of the music we cover is made in large cities and shes literally rural the great thing about urban music is that theres a big range if there is some sort of root with black music or dance music in britain i think thats where you can call it urban  thats where this new subcategory or ubercategory has come from joss stone is certainly not old enough to have had some of the experiences of an older soul singer but you couldnt argue that she was being inauthentic with her emotions  it is coming from somewhere genuine it has to come across as real thats the only cutoff point we have here and thats the only way by which we judge peoplewhat urban means to us as an organisation is the politically correct term to describe music which originated from a black background music should become inclusive and if we are fighting for a multicultural britain then we should be fighting for inclusion rather than exclusion if joss stone can be accepted within the urban music community i think acts from other ethnicities doing classical music and rock should be accepted too race doesnt make a difference if everyone is included out of all the awards dished out yesterday im still trying to find out what people of other races received any sort of recognition or awarda type of music especially street music that originates from a city and typically reflects or is characteristic of urban lifeshe might not be urban but when did rb become the hip hop tainted thing it is now rb stands for rhythm and blues rememberthat joss stone is rubbish is certain if anyone deserves to win an award for urban music i think probably should include hiphop soul  funk at least but not rock or pop this year its the streets although dizzee rascal stakes a good claimshe definitely deserved to win a prize joss stones albums are quite simply amazing easily better than anything else that was released last year this whole debate about what is urban what isnt urban is completely pointless and probably fueled by urban artists who werent nominated or didnt win i cant see why people cant just congratulate her for the talent that she isshe did deserve it but i agree with the comments about urban music its a stupid phrase and particularly british in the states they tend to use hip hop and rb if i say hip hop here a lot of people have no idea what im talking about very strangewhats in a name a rose by any other name etc if people want to call it urban why not if we really analysed it the term dance music is misleading because it doesnt describe everything you can dance towhilst i agree that the term urban is open to interpretation it strikes me as simply weird that joss stone has won urban to me is what i hear being played in parties in the inner cities  i live in brixton and have never heard the soul sessions pumping out of of a bass heavy sound system in any parties ive been to good luck to joss stone lets celebrate her victory  lets also question why with artists so successful and talented as jamelia lemar kanye west dizzee rascal alicia keys and outkast  we didnt see a single black artist on stage collecting an awardso what youre saying is that any music that has black heritage is not allowed to be sung by anyone who isnt black and if it is then they shouldnt be acknowledged for it even if theyre pretty dam good at it shes  has an amazing voice and won good on her oh but shes not black well lets make her feel real bad about it then how dare she though hang on didnt the socalled public vote on this onethis idea of pigeonholing whatever is popular at the time is no different than what was happening in the s and s in relation to what jazz was the media then called anything that had a swinging beat syncopated melody or soulful feeling jazz much to the chagrin of the artists it would mean that blues would be put in the same mould as bebop cool and ragtime all very different styles at that time jazz was and remains such a massively misunderstood term and so what of urban music in truth its a lazy term to categorise music that you dont really understand soul and garage are worlds apart musically marvin gaye v tuff jam but no doubt have their connections if we just let the music speak for itself and not judge the success of an artist by the number of awards won then maybe we can enjoy the music for what it is rather than what it representsi demand a prize for rural music sucks to the cities its way better out here we have hay for one thingexcluding her from what has become known as urban music would be as bad as excluding lenny kravitz or hendrix from rock music for being black surely i dont understand the point that ty is making if lemar who makes music which is less soulful than joss work won he might have said nothing btw im black toohow can she be urban if she spent most of her life in the devon countryside nonsensei love joss to bits and dont care what her branding is  its amazing music full stop stop puting it all in brackets and lets just call it music and lets especially drop the black  urban tag  nearly all music came from black origin this just sets an example that it is ok to pigeonhole people and their music by their coloursurely the point of having an urban music category is simply to acknowledge artists that are making what is historically considered urban music irrelevent of the colour of their skin or where they originate from joss stone is simply singing a certain type of music that can be considered urban in style just as someone from an inner city and indeed not from the usa could sing country music if that person was good at it and authentic in sound would we criticise it being referred to as country music or the artist for representing that stylethe term urban in reference to a music genre in uk has developed in part from the controversy surrounding the branding of the mobo awards the very term music of black origin has confused and offended many people this is particularly strange given the existence of the asian music awards it appears that the use of black or white in relation to music makes people feel uncomfortable the term urban therefore has been invoked to sidestep the debate of which type of music came first black or white thereby rendering the issue colourblind the result is now a redundant new debate as to what urban also means perhaps we should have created a new term altogether to describe the various strains of soulrnb and hiphop one which does not also mean something else  as we have done with crunkurban is just a word thats come about recently to describe black music thats become popular now the word wasnt even in use or common use five of six years ago its just a way of the industry clumping it all together without having to call it black music because some people are oversensitive and might call them racist for itim in a band that has been called urban and i despise the label id hate to think i belonged to any neat marketing niche because thats all it is ever since the music channels and record comapnies tried to fracture what they consider music of black origin these labels have been used to undermine the status of good music into a commodity look at all the tv broadcasters unable to reach young people without condesending they simply play some urban music on the soundtrack as if its some dreadful cheap lift music ignore the labels it is what it is just musicas a black man i think i agree with some of the statements at least the statements made by the key executives black people should lead the music they invented  we should stop calling a genre meaningless northing is meaningless the real question is would joss stone would have been that successful doing the music she was doing if she were black same thing with streets amy winehouse etc whos ever heard of terri walker or rhian benson they are both  times better than joss stone and both of them have won urban music awards and i think mobos  but why not britsso what if joss stone won the urban awards her music is great soul and surely that is under the urban banner what if the streets had won would people be whining because mike skinner is white it seems that a lot of the fuss is about race where the real issue should be music and nothing elseurban is pc version for saying black music im not doubting ms stones talent but why didnt jamelia or lemar get a brit this reminds me of what happened to craig david and soul ii soul in the past getting nominations are easy to get but picking up a brit seems to be the hardest thingrefreshing to see people making reasonable intelligent comments on any topic these days more power to you people you have said it there is music you like and music you dont like  who cares what label you put on itthat entire category was a mess how can you have people like dizzee rascal up against joss stone its like putting eminem against bob geldof she should have been nominated for best british r  b act joss stone deserved to win an award for her talents but i dont think it was very urban of her to sing angels with robbie williamsurban is a nonsense term  music of black origin well doesnt that include rock music made in the inner cities well almost all bands end up making music in londonmanchester etc and doesnt that make some weird implication that all black people live in cities it doesnt make any sensewhy does music have to be put into a genre its music you like it or you dont simple as thati play in a heavy metal band we are urban music as far as im concerned we live in cities and spend our working life in an urban environment it therefore directly shapes what we write musicallyurban seems to be the new name for all styles of black music why it needed a rebrand i dont know as the name is misleading oasis originate from a city and characterise the urban life they know therefore more than fit the term urban yet as theyre a white rock band they wont be described as suchjoss stone has a fantastic voice and great timing and delivery  what other reason do they need to award her the brit all this urban and other such categorisation is just the redtape of the music business and is best ignoredyeah she deserved it she is talented urban is a crap meaningless politically correct and probably actually racist marketing term though theres only two kinds of music good and bad,0
1766,row threatens hendrix museum planproposals to open a museum dedicated to jimi hendrix are flailing because of a row over the home of his late fatherthe rundown house in seattle has already been moved wholesale once and local authorities are now demanding it be moved to another site hendrix supporters hoped to turn the home into a museum for the guitarist the mayor is going to go down as the mayor who destroyed jimi hendrixs house said ray rae marshall of the james marshall hendrix foundation the foundation moved the building in which al hendrix lived between  and  when the land it was built on was to be developed for housing in  now the city of seattle wants its new plot to be used for development giving a deadline of  february for the home to be moved mr goldman said the authority had promised the house could remain on its new site and be turned into a memorial and community centre seattle officials said no such deal had been offeredwe never said you can own this property said john franklin chief of its operations department from our perspective it was a temporary situation we have not threatened to demolish the house weve simply asked that they have to move it now mr goldman is calling for the authority to pay to move the building to seattles central district where hendrix grew up janie hendrix the guitarists stepsister said the family were still hoping the guitarist would be honoured by having a road named after him thats something my father really wanted to see she said it would be nice if we didnt have to fight for everything to get it hendrix was widely considered one of the most important guitarists of his time he died of drug overdose in  at the age of ,0
1767,no jail for singer courtney lovesinger courtney love has been spared jail for assault and drug offences but must serve three years probationshe had backtoback court appearances in two separate cases in los angeles first pleading no contest to attacking a woman with a whisky bottle in the second ms love  pleaded guilty to possessing a forged prescription and painkiller oxycodone she must also do  hours community service have drug treatment attend narcotics anonymous and pay a fine the exhole singers lawyer howard weitzman said ms love had turned her life around and she was clean and soberthe assault charge stemmed from april  when ms love found musician kristin king in her boyfriends home ms king said the singer threw the bottle at the left side of my face in an angry vicious and erratic attack ms love was originally charged with the more serious offence of assault with a deadly weapon but that was reduced to assault judge rand rubin said she must spend three years on probation   have one years anger management counselling   have one years drug rehabilitation   do  hours community service   pay  â£ fine   have random drug tests   go to three narcotics anonymous meetings per weekin the drugs case she was sentenced to  months probation to run concurrently with the probation for the assault that offence stemmed from october  when she suffered an overdose after breaking a window at her boyfriends home in a separate case relating to the same incident ms love was sentenced to  months in drug rehabilitation for being under the influence of cocaine and opiates in another case last october she pleaded guilty to disorderly conduct for hitting a man on the head with a microphone stand at a new york city nightclub last month her lawyers said she had won back custody of frances bean her yearold daughter with former nirvana frontman kurt cobain the girl was removed from her care following her double arrest in october  cobain committed suicide in ,0
1768,rapper kanye wests shrewd soulus hiphop star kanye west  who leads the race for this years grammys with  nominations  rose to prominence by producing songs for artists such as jayz and alicia keyshe then emerged from his behindthescenes role to become an artist as well as a producer but his solo career almost ended before it began after a nearfatal car crash left west with his jaw wired shut in  the resulting song through the wire became wests first uk hit in april  and subsequent album the college dropout became a transatlantic success both critically and commercially west  began rapping as a teenager at his chicago school inspired by the beats and rhymes of s pioneers run dmchiphop producer no id encouraged west to sample old soul and rb hits then revive them with an updated sound an approach that would become his trademark i feel like a lot of the soul thats in those old records that i sample is in me he said so when i hear them and i put them with the drums and i bring them to the new millennium its just like gods doing that im one with them records right there its a blessingleaving his chicago art school after only one year  a move which would later inspire the title of his album  west began his music career coproducing songs for artists mase and the madd rapper this drew the attention of superstar rapper jayz who signed west up to his rocafella record label to produce numerous artists on his roster wests work gained mainstream recognition when he produced the singles takeover and izzo hova on jayzs own  album blueprint incorporating samples of five to one by the doors and the jackson fives i want you back respectively the hits were credited with injecting soul back into hiphopas their success attracted further production work for jayz  bonnie  clyde and artists such as ludacris stand up and alicia keys you dont know my name west announced plans for a solo album driving home from a latenight los angeles recording session in october  he was involved in the car crash that left his jaw fractured in three places anytime i hear about any accident my heart sinks in and i just thank god that im still here he later said that steering wheel could have been two inches further out and that would have been itwests account of the accident sampled chaka khans hit through the fire to become the heart of his completed solo album the college dropout released last year it was by turns smooth humorous and sharp and largely avoided the clichd hiphop preoccupation with guns girls and jewellerythrough the wire was quickly joined in the uk and us charts by slow jamz on which west collaborated with rapper twista and ray actor jamie foxx the college dropout spawned two further uk hits and a string of award nominations west was shortlisted for  grammys  including nominations for artist and album of the year  and took the best hiphop artist producer and album titles at last years music of black origin mobo awards now a respected rapper and producer in the influential field of hiphop kanye west is unlikely to regret his decision to leave college early,0
1769,singer christina aguilera to wedpop star christina aguilera is to marry music executive jordan bratman the singers agent has confirmedbratman  proposed to grammywinning singer aguilera  on holiday at an undisclosed location the pair have been together for more than two years no wedding plans have been set yet said aguileras agent meghan prophet aguilera burst onto the pop scene in  winning a best new artist grammy in  her hits include what a girl wants dirrty and beautiful bratman presented his fiancee with a diamond ring designed by jeweller stephen webster on friday said ms prophet new yorkborn aguilera reached number one in the uk with her debut hit genie in a bottle in october  her early success was cemented by two further grammys in subsequent years in  aguilera won best pop collaboration for the hit track lady marmalade with lil kim maya and pink and last year she picked up the award for best female pop vocal performance for beautiful her most recent single car wash featuring missy elliott reached number four in the uk charts last november,0
1770,brits return keane to number onebrits success has helped return keanes awardwinning album hopes and fears back to the top of the uk album chartthe debut album which took the best british album title at the brits on tuesday moved up seven places from number eight to number one also capitalising on brits success were the scissor sisters whose eponymous album moved three places to number two us latest single sometimes you cant make it on your own took the top spot in the singles chart ahead of elvis the track from their current album how to dismantle an atomic bomb pushed eminems like toy soldiers from number one to number threeelvis wooden heart which entered the chart at number two is the sixth in a series of  reissues to mark the th anniversary of presleys birth there are currently six rereleased elvis tracks occupying spots in the top  singles chart including are you lonesome tonight at number  its now or never at number  and jailhouse rock at number  soldier by destinys child ti and lil wayne debuted at number four while almost here the duet from former westlife star brian mcfadden and delta goodrem fell from number three to number five there was more follow up to brits success for franz ferdinand won best rock act and best british group last week their selftitled album moved from  to number four last weeks number one album tourist by athlete fell to number three,0
1771,us desire to be number oneu who have won three prestigious grammy awards for their hit vertigo are stubbornly clinging to their status as one of the biggest bands in the worldthe most popular groups in the history of rock all have several things in common the music must be inspired and appeal across generations and be distinctive if not always groundbreaking but such success is down to more than music they have to be compelling performers charismatic and intelligent enough to make good decisions and keep their feet on the ground they also have to want it they have to want to be the biggest band ever and not stop wanting it the beatles had it the rolling stones still have it rem hold onto it and queen were it in a catsuit and u have it in spades and keep churning it out their new album how to dismantle an atomic bomb comes  years after the schoolfriends got together in dublin and  years after the joshua tree cemented their place on the alltime rock alistthey may have lost some of the edginess and raw youthful force that propelled them to the top but they have lost none of the desire or ability to craft songs and albumsvertigo the first single from the new album went straight into the uk singles chart at number one knocking eminem off the top spot and giving them their th top  hit the challenge is to be bigger and bolder and better  to make records the whole world will listen to bono recently said drummer larry mullen jr echoed those sentiments were very competitive  we want to be on the radio have big singles we dont want to be thought of as a veteran band the band have done everything in their considerable powers to ensure they remain the biggest band in the world according to q magazine editor paul reesthis makes them hugely determined and formidable he added they are equally determined to push themselves to make music that continues to stand up as such theyve constantly reinvented and challenged themselves they are perhaps alone as the only rock band that has got better with age the other key ingredient was the fact they were highly organised mr rees said they do everything in the right way the group were born when mullen put an appeal for bandmates on a high school notice board attracting fellow pupils paul hewson bono vocals adam clayton bass david evans the edge guitar and his brother dickdick evans soon dropped out and the fourpiece were known as the feedback and the hype before settling on uby  they had won a talent contest and got noticed by a manager paul mcguinness they were brilliant but very coarse mcguinness recently said in a way they were doing exactly what they do now only badly they struggled to attract record company attention later being described as pretty damn average and strange and eerie by scouts who saw them live they released two irelandonly singles which topped the national charts in  and  leading to a deal with island and their debut album boy the stadiumfilling anthemic sound was us aim from the start and their third album war saw them make the breakthrough on both sides of the atlantic going to number one in the uk and  in the us songs like sunday bloody sunday and new years day brought success and an image as a political and spiritual band  which bono rejected as a clichehis stage performances  which included flagwaving speakerclimbing and drumthrowing  earned him a reputation as an electric performer and their appearance at s live aid is widely seen as sealing their global stardomin  the joshua tree broke sales records and saw the band reach the height of their powers with hits including where the streets have no name i still havent found what im looking for and with or without you those songs took the bands epic atmospheric sound to a simple powerful and popular pinnacle the end of the decade marked a crucial point for the band  they had reached the top but still yearned for new challenges and achievements these came in the form of explorations of different branches of rock and forays into electronic dance music plus wildly extravagant stage shows while still trying to retain their mass appeal the achtung baby album in  was followed by zooropa pop and their corresponding stadium tours which featured giant olives flying cars live phone calls to the white house and bonos transformation into alteregos the fly and macphisto he was also building a parallel reputation  not always to the pleasure of his bandmates  as a campaigner on issues from global debt to aids before the release of how to dismantle an atomic bomb they had sold  million albums around the world but they still want more,0
1772,lasting influence of legend charlesray charles who has won a string of posthumous grammy awards belonged to a pioneering generation of artists that had a huge influence on the course of rock and pop musichis sound encompassed so many styles  blues gospel jazz rock n roll even country  and had a real impact on the nascent uk beat and rb scenescompared in stature to elvis presley by some commentators charles songs cast their spell on such s stalwarts as joe cocker steve winwood eric burdon and van morrison his influence has extended to contemporary artists such as norah jones with whom he recently recorded a duet if james brown was the godfather of soul then ray charles was indisputably one of its founding fathers along with sam cooke he was instrumental in bringing together the gospel fervour of the deep south baptist church with the devils music of rb to pave the way for a new generation of soul artistswithout charles it is hard to imagine the tearstained atlantic rb sound of aretha franklin otis redding or wilson pickett he was also a talented jazz composer arranger and band leader playing at the newport jazz festival and carnegie hall and recording with noted jazz musicians such as milt jackson and david fathead newman unfortunately he also shared another trait common among many jazz artists of the era  that of heroin addiction which led to him being arrested in  his string of s atlantic rb successes included songs that would be covered by the firstgeneration rock n roll greats including ive got a woman roy orbison elvis presley and hallelujah i love her so eddie cochran after the exuberance of his  signature song whatd i say charles turned towards a more poporiented style recording hoagy carmichaels sentimental string ballad georgia on my mind and the upbeat hit the road jackhe also won acclaim in the country arena with his interpretations of hank williams standards such as your cheating heart and you win again more than  years after its release his  abc album modern sounds in country and western music is still regarded as a classic his version of don gibsons i cant stop loving you topped the pop and rb charts in the us in  he made a rare foray into protest songs with his album a message from the peopleon it he took a stand on poverty and civil rights  echoing similar recordings of the era from progeny such as stevie wonder james brown curtis mayfield and marvin gaye more than  years later he would embrace contemporary production with his  album my world which featured hiphop beats  although charles claimed at the time not to know what hiphop was among the tributes that poured in from all sections of the music world when charles died aged  in june  was one from his friend the producer quincy jones who described him as a brother in every sense of the word there will never be another musician who did as much to break down the perceived walls of musical genres as much as ray charles did he said former manfred mann singer paul jones who sang on s hits such as come tomorrow and sha la la said charles was one of his heroes im quite sure my own writing was influenced by him he told bbc news online i would put money on the proposition that ray charles will have an influence on music forever,0
1773,grammys honour soul star charlesthe memory of soul legend ray charles dominated the music worlds leading music ceremony on sunday as he was given eight posthumous grammy awardscharles who died in  got honours including record and album of the year while alicia keys and actor jamie foxx performed a musical tribute to him rb star keys won four awards herself at the grammy ceremony in los angeles u usher norah jones and kanye west got three each west led the race going into the ceremony with  nominationscharles last album genius loves company a collection of duets that has sold more than two million copies was named album of the year and best pop vocal album his song here we go again with norah jones won record of the year and best pop vocal collaboration while heaven help us all with gladys knight picked up best gospel performance jones said im glad hes getting recognised because of who he is and how much i love him actor jamie foxx  who is nominated for an oscar for playing charles in the hit movie ray  dedicated a rendition of georgia on my mind to old friends keys looking to replicate her grammys success of  when she won five picked up best rb song for you dont know my name and best rb album for the diary of alicia keys she also shared the award for best rb vocal performance by a duo or group with usher for my booushers other victories were for best contemporary rb album for confessions and best rapsung collaboration for yeah featuring lil jon and ludacris kanye west dominated the rap categories winning best rap song for jesus walks and best rap album for the college dropout but in one of the nights biggest shocks he lost out in the battle to be named best new artist to pop rock act maroon  vertigo by rock giants u won three trophies  best rock song best short video and best rock vocal performance by a duo or group one of the other main awards song of the year went to us singersongwriter john mayer for daughters mayer also won best male pop vocal performance britney spears picked up her first ever grammy for her song toxic which was named best dance recordingrod stewart also won the first grammy of his career getting the best traditional pop album award for stardust the great american songbook volume iii in  stewart said he was astounded he had never won a grammy  but they tend not to give it to the british unless youre sting there were few other highprofile british victors this year annie lennox metal group motorhead and dance act basement jaxx all took home trophies but elvis costello who had four nominations and joss stone and franz ferdinand who were both up for three awards got nothingbeach boys veteran brian wilson was another firsttime winner  for best rock instrumental performance it represents triumph and achievement in music that i feel that i deserved and im really glad i won he said a live recording of composer john adams  september tribute on the transmigration of souls performed by the new york philharmonic won three classical prizes and former us president bill clinton picked up the second grammy of his career winning the spoken word award for the audio version of his autobiography my life,0
1774,abba reunite for musical premierethe original stars of swedish pop quartet abba have reunited for the home premiere of hit musical mamma mia which is based on the bands songsit is the first time in almost  years that the four bjorn ulvaeus benny andersson agnetha faltskog and annifrid lyngstad have met publicly faltskog has been a virtual recluse since the band split up in  the musical which has become a global phenomenon will be performed in swedish for the first time fans camped outside stockholms cirkus theatre in the snow for a glimpse of the stars the premiere marks abbas first public reunion since the legendary bands acrimonious breakup in the early s it was thought that faltskog would appear in london for the musicals fifth anniversary celebrations in april  but she stayed away due to her fear of flyingoriginal abba member bjorn ulvaeus set about translating the musical into the bands mother tongue for the celebrated homecoming alongside swedish artist niklas stromstedt almost all of abbas original songs which have sold more than  million records worldwide were written and recorded in english the musical set on a small greek island tells of the story of a young woman and her fiercely independent single mother the show will include such classics as super trouper sos and dancing queen there are currently  productions being staged worldwide including new york and london with road shows in toronto south korea and madrid more than  million people around the world have seen the show,0
1775,help for indies in download salesa campaign has been launched to help independent labels get their music online and benefit from the growing trend for downloading musicthe british phonographic industry has identified a lack of independent music available for download we want to ensure that independent repertoire is as successful in the download world as it is in the physical world said bpi chief peter jamieson downloaded singles have now overtaken physical singles in the uk mr jamieson said his organisation was lobbying music service providers which include itunes and napster to urge them to promote independent releases download sales are due to be incorporated into the uk singles chart later this year with downloads shortly to be eligible for the singles chart this is a key commercial issue on which the bpi committed to assisting its members added mr jamieson as part of the campaign the bpi is running a series of seminars entitled getting your music online focusing on how independent labels can embrace digital music the us has already begun incorporating download sales in the billboards hot  chart,0
1776,t in the park sells out in daystickets for scotlands biggest music festival have sold out in record time five months before the event is heldthe th annual t in the park festival which takes place at balado near kinross in july sold out just four days after the lineup was announced green day the foo fighters and keane are among the acts that had already been lined up to appear at the event however the organisers have revealed scots favourites travis as well as soulman james brown will also appearlast year tickets sold out  weeks before the festival but organisers confirmed that all  for the twoday event had been sold geoff ellis ceo of festival organisers big day out ltd said this years event promises to be the best yet after last years sellout we did think this years event would sell slightly earlier however this is way beyond our expectations mr ellis saidwe are extremely proud that fans are so excited about t in the park that they have made absolutely sure that their place at balado is booked for  and we will deliver one of the greatest events yet for them in july more than  acts will play on eight stages over the weekend of  and  july brit award winners keane and the streets are among the main attractions while the killers and dance act the prodigy are also on the bill both green day and the foo fighters last played at the festival in  the same year oasis and basement jaxx were among the headline acts,0
1777,black sabbath top rock album pollblack sabbath have topped a list of the best british rock albums of all timethe band once fronted by ozzy osbourne led a poll of kerrang magazine readers with their  selftitled debut the band have three more efforts on the list including fifthplaced paranoid osbourne appears more than any other act with two solo records featured the top five includes led zeppelin iron maiden and sex pistols queen muse manic street preachers and the clash complete the top  a mix of heavy metal punk glam rock and even dance music makes up the list motorhead judas priest and prodigy are included along with newer acts like the darkness and lostprophetskerrang editor ashley bird said its amazing to see so many incredible homegrown albums in one list and without any of the abysmal fashion bands that currently clog up the music scene these are the real opinions of proper rock fansformed by four teenage friends in the west midlands in the late s black sabbath are one of britains most successful heavy rock bands their debut was a uk top  hit in  and sold more than a million copies in the us osbourne said the bands success in the kerrang poll was a triumph for british rock he said back then youd hear if you go to san francisco be sure to wear a flower in your hair we lived in aston birmingham the only flowers i ever saw were on a gravestone in our local cemetery despite being disliked by many critics black sabbaths subsequent albums included multimillion sellers but internal rows led to osbourne leaving in  the band continued without osbourne who went on to solo success but also had to battle alcoholism and legal action over his music allegedly inciting teenagers to commit suicide he was eventually cleared of the charges osbourne who bit off the head of a live bat on stage in  rejoined the band to play the live aid charity concert in  after many changes in lineup the original four members reunited to play live dates in  black sabbath have reunited regularly in recent years while osbourne has gone on to wider fame with his family through mtv documentary series the osbournes,0
1778,michael film signals retirementsinger george michael has said that a new film about his life is the start of a retirement from public viewthe pop star said it would be a much more behind the scenes affair and called his own genre of music dead i thought i should explain myself before i disappear said michael who was at the berlin film festival to launch the documentary the film a different story chronicles michaels life and career from the s and his personal struggles the yearold charttopper told reporters in the german capital that he wanted to move his career into a different form but added that he does not know what it is going to be yetim still going to be making music he said but added that he was not going to be around he hinted at discontent with the current state of music industry and said i dont really think that there is anyone in the modern pop business who i feel i want to spar with michael said that the film directed by southan morris would put his two decades of fame into context its almost as much for me as for my fans in terms of trying to make sense of the last  years and bring it to a close in a proper way he said the documentary chronicles the highs and lows of his life in the public gaze from his meteoric rise as one half of pop duo wham to his arrest for lewd conduct in a los angeles toilet in  the film also deals with the loss of michaels partner anselmo feleppa from an aidsrelated condition in  a different story which is being shown at the berlin film festival has been screened by bbc one,0
